Id,Title,Year,Poster,Rating,Plot,,,,,,
87,Dunston Checks In,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTI4ODAxMl5BMl5BanBnXkFtZTcwODUzMzYyMQ@@._V1_SX300.jpg,5.3,A young boy befriends a larcenous orangutan in a luxury hotel.,,,,,,
88,Black Sheep,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,,,,,,
89,Nick of Time,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_SX300.jpg,6.3,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",,,,,,
92,Mary Reilly,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_SX300.jpg,5.8,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",,,,,,
93,Vampire in Brooklyn,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.5,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...",,,,,,
94,Beautiful Girls,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_SX300.jpg,7.2,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,,,,,,
95,Broken Arrow,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_SX300.jpg,6,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,,,,,,
96,In the Bleak Midwinter,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_SX300.jpg,7.3,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",,,,,,
97,Hate,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,,,,,,
98,Shopping,1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5NzE3MjQ4MzFeQTJeQWpwZ15BbWU3MDQ1MDU2MjE@._V1_SX300.jpg,5.4,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",,,,,,
99,Heidi Fleiss: Hollywood Madam,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SX300.jpg,6.6,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",,,,,,
100,City Hall,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BZDg3M2YzZWQtMmZjZC00NzJmLThiNDMtZjM3Mjk0MjFkOTQ0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,6.2,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",,,,,,
101,Bottle Rocket,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NDY4Mzc1Nl5BMl5BanBnXkFtZTcwNzUyNDk5MQ@@._V1_SX300.jpg,7.1,Three friends plan to pull off a simple robbery and go on the run.,,,,,,
102,Mr. Wrong,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_SX300.jpg,3.8,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",,,,,,
103,Unforgettable,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_SX300.jpg,6,"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....",,,,,,
104,Happy Gilmore,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_SX300.jpg,7,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,,,,,,
105,"Bridges of Madison County, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MDkxMzA2NF5BMl5BanBnXkFtZTYwNjIxMDI5._V1_SX300.jpg,7.5,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",,,,,,
107,Muppet Treasure Island,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,6.9,The Muppets' twist on the classic tale.,,,,,,
108,Catwalk,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg,6.5,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...",,,,,,
110,Braveheart,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyNGE1ODQtYTNiNS00ZTUyLThhZjktMTgyOGZkZThlYTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.4,"When his secret bride is executed for assaulting an English soldier who tried to rape her, Sir William Wallace begins a revolt against King Edward I of England.",,,,,,
111,Taxi Driver,1976,https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.3,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",,,,,,
112,Rumble in the Bronx,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.7,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,,,,,,
113,Before and After,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_SX300.jpg,6.1,Two parents deal with the effects when their son is accused of murdering his girlfriend.,,,,,,
114,Margaret's Museum,1995,http://ia.media-imdb.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@._V1_SX300.jpg,7.3,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",,,,,,
116,Anne Frank Remembered,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyOTkxMzA5N15BMl5BanBnXkFtZTcwNjU3MTUyMQ@@._V1_SX300.jpg,8.1,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...",,,,,,
117,"Young Poisoner's Handbook, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SX300.jpg,7.1,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...",,,,,,
118,If Lucy Fell,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1_SX300.jpg,4.9,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...",,,,,,
119,"Steal Big, Steal Little",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MzkzODY2OF5BMl5BanBnXkFtZTcwNjY1OTUyMQ@@._V1_SX300.jpg,4.8,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...",,,,,,
121,"Boys of St. Vincent, The",1992,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjM3NDQ0M15BMl5BanBnXkFtZTcwNzEwNjMyMQ@@._V1_SX300.jpg,7.7,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,,,,,,
122,Boomerang,1992,https://images-na.ssl-images-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.4,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,,,,,,
123,Chungking Express,1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.1,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",,,,,,
124,"Star Maker, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MTE1ODI3MF5BMl5BanBnXkFtZTcwMTMwMTkxMQ@@._V1_SX300.jpg,7.3,A photographer and the types of people he encounters.,,,,,,
125,Flirting With Disaster,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM4NTAyMDE4MF5BMl5BanBnXkFtZTcwNjg1NDQ3Nw@@._V1_SX300.jpg,6.8,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",,,,,,
126,"NeverEnding Story III, The",1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMjY5OTg1MjJeQTJeQWpwZ15BbWU3MDk4MTgzMjE@._V1_SX300.jpg,3.1,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,,,,,,
129,Pie in the Sky,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_SX300.jpg,5.8,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,,,,,,
130,Angela,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1OTIyODc1MF5BMl5BanBnXkFtZTcwNzUxMjkzMQ@@._V1_SX300.jpg,6.5,N/A,,,,,,
131,Frankie Starlight,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzU0MzI0OF5BMl5BanBnXkFtZTcwMjI3MzMyMQ@@._V1_SX300.jpg,6.7,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...",,,,,,
132,Jade,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzI3MTQ2Nl5BMl5BanBnXkFtZTYwNzM5NDQ5._V1_SX300.jpg,5.2,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",,,,,,
135,Down Periscope,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1_SX300.jpg,6,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",,,,,,
137,Man of the Year,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_SX300.jpg,6.1,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...",,,,,,
140,Up Close and Personal,1996,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ1NDAyMTExMV5BMl5BanBnXkFtZTcwNDIwMDIyMQ@@._V1_SX300.jpg,6.1,"An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.",,,,,,
141,"Birdcage, The",1996,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,7,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fianc??e's right-wing moralistic parents.,,,,,,
144,"Brothers McMullen, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODk3MDU5N15BMl5BanBnXkFtZTcwMTE2NTYyMQ@@._V1_SX300.jpg,6.6,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",,,,,,
145,Bad Boys,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NDk1NTU5NF5BMl5BanBnXkFtZTcwMjE2NDU2MQ@@._V1_SX300.jpg,6.8,Two hip detectives protect a murder witness while investigating a case of stolen heroin.,,,,,,
146,"Amazing Panda Adventure, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM2MjM0MzI3OF5BMl5BanBnXkFtZTcwOTc2MDcxMQ@@._V1_SX300.jpg,5.8,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,,,,,,
147,"Basketball Diaries, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,,,,,,
148,"Awfully Big Adventure, An",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NzUwMzM1NF5BMl5BanBnXkFtZTcwNDc5ODgyMQ@@._V1_SX300.jpg,6,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...",,,,,,
149,Amateur,1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNzE5OTkxMV5BMl5BanBnXkFtZTcwMzIxMjAwMQ@@._V1_SX300.jpg,7,"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...",,,,,,
150,Apollo 13,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7.6,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,,,,,,
151,Rob Roy,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg,6.9,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",,,,,,
152,"Addiction, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMWYzN2EyMmMtMTU2My00MWY2LTkyMGYtMjk0MzVkZGZiMzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",,,,,,
153,Batman Forever,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.4,"Batman must battle Two-Face and The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",,,,,,
154,Beauty of the Day,1967,https://images-na.ssl-images-amazon.com/images/M/MV5BMjhjYWVjZWItZmE3OS00ZTNmLWJhYTktZGM1YWZiNDgxNTU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.8,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,,,,,,
155,Beyond Rangoon,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODgxMTA1NV5BMl5BanBnXkFtZTcwNzg0MTgyMQ@@._V1_SX300.jpg,6.6,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...",,,,,,
156,Blue in the Face,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MTUzMDIyMl5BMl5BanBnXkFtZTcwNzk4MDYyMQ@@._V1_SX300.jpg,6.7,"Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential ...",,,,,,
157,Canadian Bacon,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,5.9,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",,,,,,
158,Casper,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6,A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.,,,,,,
159,Clockers,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BNGRlZjMzMzctZmJiYS00NzUwLWI5NDYtZmIyZjcwOGVkYmM1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,6.9,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",,,,,,
160,Congo,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.1,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",,,,,,
161,Crimson Tide,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.3,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.",,,,,,
162,Crumb,1994,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzcxODgwMl5BMl5BanBnXkFtZTcwMjU1NzE1Mw@@._V1_SX300.jpg,8,An intimate portrait of the controversial cartoonist and his traumatized family.,,,,,,
163,Desperado,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,A gunslinger is embroiled in a war with a local drug runner.,,,,,,
164,Devil in a Blue Dress,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTA0ODIzOV5BMl5BanBnXkFtZTcwMzg2ODUxMQ@@._V1_SX300.jpg,6.7,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",,,,,,
165,Die Hard: With a Vengeance,1995,https://images-na.ssl-images-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.6,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",,,,,,
166,"Doom Generation, The",1995,https://images-na.ssl-images-amazon.com/images/M/MV5BYjEwZDUyODktOGVmOC00ZjIyLTlmM2YtZDZjY2Y2ZWE4ZjMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.9,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",,,,,,
